mode,channel_key,feature_index,feature_label,expectation,shots_or_weight,distribution,raw_distribution,readout_corrected,readout_raw_normalization,readout_raw_negativity,readout_simplex_projection_l1,readout_condition_number,readout_inverse_overhead_l1
raw,q2,10,Y-->Y,-0.9765625,256.0,"{'00100': 250, '00110': 2, '00101': 1, '00000': 3}","{'00100': 250, '00110': 2, '00101': 1, '00000': 3}",False,,,,,
raw,q2,11,Y-->Z,0.0703125,256.0,"{'00000': 136, '00100': 116, '01100': 2, '00110': 1, '00010': 1}","{'00000': 136, '00100': 116, '01100': 2, '00110': 1, '00010': 1}",False,,,,,
raw,q2,12,Z+->X,0.1328125,256.0,"{'00100': 104, '00000': 141, '00001': 2, '10000': 1, '01100': 2, '00101': 1, '00110': 4, '00010': 1}","{'00100': 104, '00000': 141, '00001': 2, '10000': 1, '01100': 2, '00101': 1, '00110': 4, '00010': 1}",False,,,,,
raw,q2,13,Z+->Y,0.09375,256.0,"{'01000': 1, '00000': 139, '01100': 1, '00100': 114, '00101': 1}","{'01000': 1, '00000': 139, '01100': 1, '00100': 114, '00101': 1}",False,,,,,
raw,q2,14,Z+->Z,0.9765625,256.0,"{'00100': 3, '01000': 5, '00000': 242, '00011': 2, '00010': 2, '00001': 1, '10000': 1}","{'00100': 3, '01000': 5, '00000': 242, '00011': 2, '00010': 2, '00001': 1, '10000': 1}",False,,,,,
raw,q2,15,Z-->X,-0.0390625,256.0,"{'00100': 124, '01000': 4, '00000': 114, '00010': 4, '01100': 5, '00110': 2, '10000': 1, '00101': 2}","{'00100': 124, '01000': 4, '00000': 114, '00010': 4, '01100': 5, '00110': 2, '10000': 1, '00101': 2}",False,,,,,
raw,q2,16,Z-->Y,-0.03125,256.0,"{'00010': 2, '00100': 125, '01000': 2, '00000': 119, '01100': 2, '00110': 4, '00001': 1, '00101': 1}","{'00010': 2, '00100': 125, '01000': 2, '00000': 119, '01100': 2, '00110': 4, '00001': 1, '00101': 1}",False,,,,,
raw,q2,17,Z-->Z,-0.9921875,256.0,"{'01101': 1, '00100': 250, '00101': 1, '00000': 1, '00110': 2, '01100': 1}","{'01101': 1, '00100': 250, '00101': 1, '00000': 1, '00110': 2, '01100': 1}",False,,,,,
raw,q3,0,X+->X,0.953125,256.0,"{'01000': 6, '00000': 244, '00100': 1, '10000': 2, '00001': 3}","{'01000': 6, '00000': 244, '00100': 1, '10000': 2, '00001': 3}",False,,,,,
raw,q3,1,X+->Y,-0.015625,256.0,"{'00000': 122, '01000': 127, '00001': 1, '01010': 2, '00100': 2, '00010': 1, '01100': 1}","{'00000': 122, '01000': 127, '00001': 1, '01010': 2, '00100': 2, '00010': 1, '01100': 1}",False,,,,,
raw,q3,2,X+->Z,0.0546875,256.0,"{'00000': 129, '01000': 119, '01010': 2, '00001': 2, '00010': 3, '00100': 1}","{'00000': 129, '01000': 119, '01010': 2, '00001': 2, '00010': 3, '00100': 1}",False,,,,,
raw,q3,3,X-->X,-0.96875,256.0,"{'00000': 4, '01000': 244, '01001': 4, '01010': 4}","{'00000': 4, '01000': 244, '01001': 4, '01010': 4}",False,,,,,
raw,q3,4,X-->Y,0.03125,256.0,"{'00000': 128, '01000': 120, '01001': 1, '00001': 3, '01010': 3, '00010': 1}","{'00000': 128, '01000': 120, '01001': 1, '00001': 3, '01010': 3, '00010': 1}",False,,,,,
raw,q3,5,X-->Z,-0.0625,256.0,"{'00000': 117, '01000': 134, '00010': 2, '01010': 1, '00001': 1, '01100': 1}","{'00000': 117, '01000': 134, '00010': 2, '01010': 1, '00001': 1, '01100': 1}",False,,,,,
raw,q3,6,Y+->X,-0.0859375,256.0,"{'00000': 112, '01000': 130, '01100': 3, '10000': 1, '01001': 4, '01010': 2, '00010': 4}","{'00000': 112, '01000': 130, '01100': 3, '10000': 1, '01001': 4, '01010': 2, '00010': 4}",False,,,,,
raw,q3,7,Y+->Y,0.9453125,256.0,"{'01000': 7, '00000': 245, '00100': 3, '00010': 1}","{'01000': 7, '00000': 245, '00100': 3, '00010': 1}",False,,,,,
raw,q3,8,Y+->Z,-0.0390625,256.0,"{'01000': 131, '00000': 120, '00100': 1, '00010': 2, '11000': 1, '01001': 1}","{'01000': 131, '00000': 120, '00100': 1, '00010': 2, '11000': 1, '01001': 1}",False,,,,,
raw,q3,9,Y-->X,0.0625,256.0,"{'00000': 129, '01000': 116, '00001': 1, '11000': 1, '01001': 1, '00010': 5, '00100': 1, '01100': 1, '01010': 1}","{'00000': 129, '01000': 116, '00001': 1, '11000': 1, '01001': 1, '00010': 5, '00100': 1, '01100': 1, '01010': 1}",False,,,,,
raw,q3,10,Y-->Y,-0.953125,256.0,"{'00000': 6, '01000': 245, '11000': 1, '01010': 2, '01001': 2}","{'00000': 6, '01000': 245, '11000': 1, '01010': 2, '01001': 2}",False,,,,,
raw,q3,11,Y-->Z,0.0859375,256.0,"{'01000': 113, '00000': 137, '01001': 2, '01010': 1, '10000': 1, '00001': 1, '01100': 1}","{'01000': 113, '00000': 137, '01001': 2, '01010': 1, '10000': 1, '00001': 1, '01100': 1}",False,,,,,
raw,q3,12,Z+->X,0.0234375,256.0,"{'01000': 121, '00000': 130, '01001': 2, '01010': 2, '00010': 1}","{'01000': 121, '00000': 130, '01001': 2, '01010': 2, '00010': 1}",False,,,,,
raw,q3,13,Z+->Y,-0.09375,256.0,"{'01000': 136, '00000': 113, '00001': 1, '01001': 2, '01010': 2, '00010': 2}","{'01000': 136, '00000': 113, '00001': 1, '01001': 2, '01010': 2, '00010': 2}",False,,,,,
raw,q3,14,Z+->Z,0.9609375,256.0,"{'01000': 5, '00000': 242, '00100': 1, '00001': 4, '00010': 4}","{'01000': 5, '00000': 242, '00100': 1, '00001': 4, '00010': 4}",False,,,,,
raw,q3,15,Z-->X,-0.03125,256.0,"{'01000': 126, '00000': 119, '00001': 1, '01010': 1, '01001': 4, '00100': 2, '00010': 2, '01100': 1}","{'01000': 126, '00000': 119, '00001': 1, '01010': 1, '01001': 4, '00100': 2, '00010': 2, '01100': 1}",False,,,,,
raw,q3,16,Z-->Y,0.0625,256.0,"{'00000': 132, '01000': 118, '01001': 1, '00001': 3, '01100': 1, '00100': 1}","{'00000': 132, '01000': 118, '01001': 1, '00001': 3, '01100': 1, '00100': 1}",False,,,,,
raw,q3,17,Z-->Z,-0.9765625,256.0,"{'00000': 2, '01000': 247, '01100': 3, '00001': 1, '01010': 3}","{'00000': 2, '01000': 247, '01100': 3, '00001': 1, '01010': 3}",False,,,,,
raw,q4,0,X+->X,1.0,256.0,"{'01000': 6, '00000': 242, '00001': 4, '00010': 3, '00100': 1}","{'01000': 6, '00000': 242, '00001': 4, '00010': 3, '00100': 1}",False,,,,,
raw,q4,1,X+->Y,0.046875,256.0,"{'10001': 1, '01000': 1, '00000': 129, '11000': 1, '00001': 2, '10000': 119, '00010': 2, '10010': 1}","{'10001': 1, '01000': 1, '00000': 129, '11000': 1, '00001': 2, '10000': 119, '00010': 2, '10010': 1}",False,,,,,
raw,q4,2,X+->Z,0.0,256.0,"{'01000': 2, '10001': 3, '00000': 124, '11000': 2, '10000': 120, '00010': 2, '10010': 3}","{'01000': 2, '10001': 3, '00000': 124, '11000': 2, '10000': 120, '00010': 2, '10010': 3}",False,,,,,
raw,q4,3,X-->X,-0.9921875,256.0,"{'11000': 4, '10000': 237, '00000': 1, '10001': 3, '10010': 7, '10100': 4}","{'11000': 4, '10000': 237, '00000': 1, '10001': 3, '10010': 7, '10100': 4}",False,,,,,
raw,q4,4,X-->Y,0.015625,256.0,"{'11000': 1, '00001': 2, '10000': 120, '01000': 3, '00000': 123, '00010': 2, '10010': 5}","{'11000': 1, '00001': 2, '10000': 120, '01000': 3, '00000': 123, '00010': 2, '10010': 5}",False,,,,,
raw,q4,5,X-->Z,0.0390625,256.0,"{'01000': 3, '10001': 1, '00000': 130, '11000': 1, '10000': 121}","{'01000': 3, '10001': 1, '00000': 130, '11000': 1, '10000': 121}",False,,,,,
raw,q4,6,Y+->X,0.0390625,256.0,"{'01000': 2, '00000': 130, '11000': 1, '10000': 120, '10010': 2, '00100': 1}","{'01000': 2, '00000': 130, '11000': 1, '10000': 120, '10010': 2, '00100': 1}",False,,,,,
raw,q4,7,Y+->Y,0.9921875,256.0,"{'01000': 3, '00000': 249, '00100': 2, '10000': 1, '00001': 1}","{'01000': 3, '00000': 249, '00100': 2, '10000': 1, '00001': 1}",False,,,,,
raw,q4,8,Y+->Z,-0.0703125,256.0,"{'10010': 2, '10001': 2, '00000': 108, '00001': 3, '10000': 131, '11000': 2, '00100': 3, '00010': 2, '01000': 3}","{'10010': 2, '10001': 2, '00000': 108, '00001': 3, '10000': 131, '11000': 2, '00100': 3, '00010': 2, '01000': 3}",False,,,,,
raw,q4,9,Y-->X,-0.0546875,256.0,"{'11000': 3, '00001': 3, '10000': 127, '10001': 2, '01000': 2, '00000': 116, '10010': 3}","{'11000': 3, '00001': 3, '10000': 127, '10001': 2, '01000': 2, '00000': 116, '10010': 3}",False,,,,,
raw,q4,10,Y-->Y,-1.0,256.0,"{'11000': 4, '10000': 246, '10100': 2, '11001': 1, '10010': 3}","{'11000': 4, '10000': 246, '10100': 2, '11001': 1, '10010': 3}",False,,,,,
raw,q4,11,Y-->Z,-0.09375,256.0,"{'10001': 1, '01000': 2, '00000': 109, '00001': 1, '10000': 133, '00010': 2, '00100': 2, '10010': 3, '11000': 3}","{'10001': 1, '01000': 2, '00000': 109, '00001': 1, '10000': 133, '00010': 2, '00100': 2, '10010': 3, '11000': 3}",False,,,,,
raw,q4,12,Z+->X,0.0703125,256.0,"{'10001': 1, '01000': 4, '00000': 128, '11000': 3, '10000': 111, '00100': 1, '10100': 2, '00010': 2, '00001': 2, '10010': 2}","{'10001': 1, '01000': 4, '00000': 128, '11000': 3, '10000': 111, '00100': 1, '10100': 2, '00010': 2, '00001': 2, '10010': 2}",False,,,,,
raw,q4,13,Z+->Y,-0.0234375,256.0,"{'00001': 3, '10000': 129, '01000': 2, '00000': 118, '00010': 2, '10010': 2}","{'00001': 3, '10000': 129, '01000': 2, '00000': 118, '00010': 2, '10010': 2}",False,,,,,
raw,q4,14,Z+->Z,0.9921875,256.0,"{'01000': 4, '00000': 245, '10000': 1, '00001': 2, '00010': 3, '00100': 1}","{'01000': 4, '00000': 245, '10000': 1, '00001': 2, '00010': 3, '00100': 1}",False,,,,,
raw,q4,15,Z-->X,0.0234375,256.0,"{'10001': 1, '01000': 3, '00000': 122, '00001': 2, '10000': 121, '00010': 2, '00100': 2, '10100': 1, '11000': 1, '10010': 1}","{'10001': 1, '01000': 3, '00000': 122, '00001': 2, '10000': 121, '00010': 2, '00100': 2, '10100': 1, '11000': 1, '10010': 1}",False,,,,,
raw,q4,16,Z-->Y,0.03125,256.0,"{'01000': 1, '00000': 128, '00001': 2, '11000': 1, '10000': 121, '00100': 1, '10010': 2}","{'01000': 1, '00000': 128, '00001': 2, '11000': 1, '10000': 121, '00100': 1, '10010': 2}",False,,,,,
raw,q4,17,Z-->Z,-1.0,256.0,"{'11000': 8, '10000': 245, '10100': 1, '10001': 2}","{'11000': 8, '10000': 245, '10100': 1, '10001': 2}",False,,,,,
raw,q0-q1,0,"Z-,Y+->ZY",0.9375,256.0,"{'00011': 243, '00001': 4, '00010': 4, '01011': 4, '00111': 1}","{'00011': 243, '00001': 4, '00010': 4, '01011': 4, '00111': 1}",False,,,,,
raw,q0-q1,1,"X+,X+->XI",0.984375,256.0,"{'00010': 125, '01000': 2, '00000': 125, '00001': 1, '01010': 2, '00011': 1}","{'00010': 125, '01000': 2, '00000': 125, '00001': 1, '01010': 2, '00011': 1}",False,,,,,
raw,q0-q1,2,"Z-,Z+->ZZ",0.921875,256.0,"{'00011': 238, '00110': 1, '00111': 1, '00001': 5, '00010': 4, '10011': 2, '01011': 3, '00000': 2}","{'00011': 238, '00110': 1, '00111': 1, '00001': 5, '00010': 4, '10011': 2, '01011': 3, '00000': 2}",False,,,,,
raw,q0-q1,3,"X+,Z+->YY",-0.9296875,256.0,"{'01010': 2, '01001': 3, '00001': 118, '00010': 123, '10001': 1, '00000': 6, '00011': 3}","{'01010': 2, '01001': 3, '00001': 118, '00010': 123, '10001': 1, '00000': 6, '00011': 3}",False,,,,,
raw,q0-q1,4,"X+,Y+->YZ",0.9453125,256.0,"{'00000': 116, '00011': 129, '10000': 1, '00001': 4, '10011': 1, '01011': 1, '00010': 3, '00111': 1}","{'00000': 116, '00011': 129, '10000': 1, '00001': 4, '10011': 1, '01011': 1, '00010': 3, '00111': 1}",False,,,,,
raw,q0-q1,5,"Z-,Y+->ZI",-0.9765625,256.0,"{'01001': 3, '00001': 115, '00011': 130, '10001': 1, '00000': 1, '00010': 2, '01011': 4}","{'01001': 3, '00001': 115, '00011': 130, '10001': 1, '00000': 1, '00010': 2, '01011': 4}",False,,,,,
raw,q0-q1,6,"X+,Z+->XY",0.1171875,256.0,"{'00011': 75, '00010': 60, '00000': 68, '01001': 1, '00001': 52}","{'00011': 75, '00010': 60, '00000': 68, '01001': 1, '00001': 52}",False,,,,,
raw,q0-q1,7,"X+,Z-->XY",-0.125,256.0,"{'01010': 1, '00001': 70, '00011': 47, '00000': 64, '00010': 72, '00111': 1, '00110': 1}","{'01010': 1, '00001': 70, '00011': 47, '00000': 64, '00010': 72, '00111': 1, '00110': 1}",False,,,,,
raw,q0-q1,8,"Z+,Y+->IZ",-0.0234375,256.0,"{'01000': 3, '00000': 121, '00010': 129, '10000': 1, '01010': 2}","{'01000': 3, '00000': 121, '00010': 129, '10000': 1, '01010': 2}",False,,,,,
raw,q0-q1,9,"X+,X+->YZ",0.1171875,256.0,"{'00001': 65, '01000': 1, '00000': 81, '00011': 61, '00010': 48}","{'00001': 65, '01000': 1, '00000': 81, '00011': 61, '00010': 48}",False,,,,,
raw,q0-q1,10,"X+,Y+->ZY",0.9453125,256.0,"{'00011': 119, '00000': 127, '00001': 2, '00010': 5, '10011': 2, '00111': 1}","{'00011': 119, '00000': 127, '00001': 2, '00010': 5, '10011': 2, '00111': 1}",False,,,,,
raw,q0-q1,11,"Y+,Y+->ZY",0.921875,256.0,"{'00011': 118, '01000': 1, '00000': 121, '00001': 6, '00010': 4, '01011': 3, '00111': 1, '00100': 1, '10011': 1}","{'00011': 118, '01000': 1, '00000': 121, '00001': 6, '00010': 4, '01011': 3, '00111': 1, '00100': 1, '10011': 1}",False,,,,,
raw,q0-q1,12,"X+,Z+->XX",0.953125,256.0,"{'01000': 2, '00000': 126, '00011': 116, '00010': 4, '01011': 5, '10000': 1, '00001': 2}","{'01000': 2, '00000': 126, '00011': 116, '00010': 4, '01011': 5, '10000': 1, '00001': 2}",False,,,,,
raw,q0-q1,13,"Y+,Z+->YX",0.9140625,256.0,"{'00011': 124, '01000': 6, '00000': 108, '00010': 5, '01011': 5, '00001': 6, '00100': 2}","{'00011': 124, '01000': 6, '00000': 108, '00010': 5, '01011': 5, '00001': 6, '00100': 2}",False,,,,,
raw,q0-q1,14,"X+,Y+->XX",0.9609375,256.0,"{'00011': 124, '01000': 1, '00000': 123, '00010': 1, '01011': 2, '00001': 4, '00111': 1}","{'00011': 124, '01000': 1, '00000': 123, '00010': 1, '01011': 2, '00001': 4, '00111': 1}",False,,,,,
raw,q0-q1,15,"Y+,Y+->YX",0.96875,256.0,"{'01000': 1, '00000': 124, '00011': 124, '00010': 3, '01011': 1, '00111': 2, '00001': 1}","{'01000': 1, '00000': 124, '00011': 124, '00010': 3, '01011': 1, '00111': 2, '00001': 1}",False,,,,,
raw,q0-q1,16,"X+,X+->XX",0.8984375,256.0,"{'01000': 2, '00000': 237, '10000': 2, '00001': 8, '00010': 5, '00111': 1, '00100': 1}","{'01000': 2, '00000': 237, '10000': 2, '00001': 8, '00010': 5, '00111': 1, '00100': 1}",False,,,,,
raw,q0-q1,17,"Y+,X+->YX",0.90625,256.0,"{'01000': 2, '00000': 240, '00001': 4, '00010': 8, '00100': 1, '00011': 1}","{'01000': 2, '00000': 240, '00001': 4, '00010': 8, '00100': 1, '00011': 1}",False,,,,,
raw,q0-q1,18,"X+,Z-->XX",0.90625,256.0,"{'00000': 130, '00011': 111, '00001': 5, '10011': 1, '01011': 2, '00010': 6, '00110': 1}","{'00000': 130, '00011': 111, '00001': 5, '10011': 1, '01011': 2, '00010': 6, '00110': 1}",False,,,,,
raw,q0-q1,19,"Y+,Z-->YX",0.953125,256.0,"{'00000': 122, '00011': 125, '01011': 1, '10011': 1, '00010': 4, '00001': 2, '00100': 1}","{'00000': 122, '00011': 125, '01011': 1, '10011': 1, '00010': 4, '00001': 2, '00100': 1}",False,,,,,
raw,q0-q1,20,"Y+,X+->YI",0.9453125,256.0,"{'00010': 123, '01000': 1, '00000': 119, '01001': 1, '01010': 5, '00001': 4, '10010': 1, '00011': 2}","{'00010': 123, '01000': 1, '00000': 119, '01001': 1, '01010': 5, '00001': 4, '10010': 1, '00011': 2}",False,,,,,
raw,q0-q1,21,"Z+,Y+->IY",0.9765625,256.0,"{'01000': 3, '00000': 246, '00010': 2, '00001': 3, '00011': 1, '00100': 1}","{'01000': 3, '00000': 246, '00010': 2, '00001': 3, '00011': 1, '00100': 1}",False,,,,,
raw,q0-q1,22,"Z+,Y+->ZY",0.96875,256.0,"{'01000': 3, '00000': 248, '00010': 4, '00100': 1}","{'01000': 3, '00000': 248, '00010': 4, '00100': 1}",False,,,,,
raw,q0-q1,23,"Z-,Y+->IY",-0.9375,256.0,"{'00011': 237, '01011': 4, '00010': 5, '00000': 2, '00001': 6, '00111': 2}","{'00011': 237, '01011': 4, '00010': 5, '00000': 2, '00001': 6, '00111': 2}",False,,,,,
raw,q0-q1,24,"Z-,X+->ZX",-0.9375,256.0,"{'01001': 4, '00001': 242, '00011': 3, '00000': 5, '00101': 2}","{'01001': 4, '00001': 242, '00011': 3, '00000': 5, '00101': 2}",False,,,,,
raw,q0-q1,25,"Y+,Y+->XZ",-0.953125,256.0,"{'01010': 3, '01001': 3, '00001': 124, '00010': 119, '00000': 3, '00101': 1, '00011': 3}","{'01010': 3, '01001': 3, '00001': 124, '00010': 119, '00000': 3, '00101': 1, '00011': 3}",False,,,,,
raw,q0-q1,26,"Y+,Z+->XY",0.9140625,256.0,"{'01000': 1, '00000': 128, '00011': 113, '01011': 1, '00010': 8, '00111': 1, '00001': 2, '00100': 1, '01001': 1}","{'01000': 1, '00000': 128, '00011': 113, '01011': 1, '00010': 8, '00111': 1, '00001': 2, '00100': 1, '01001': 1}",False,,,,,
raw,q0-q1,27,"X+,Z-->YY",0.953125,256.0,"{'00011': 109, '01000': 1, '00000': 137, '00010': 2, '01011': 2, '00001': 4, '00100': 1}","{'00011': 109, '01000': 1, '00000': 137, '00010': 2, '01011': 2, '00001': 4, '00100': 1}",False,,,,,
raw,q0-q1,28,"Y+,Z-->XY",-0.9375,256.0,"{'00010': 116, '01001': 2, '00001': 129, '00000': 6, '00011': 2, '00110': 1}","{'00010': 116, '01001': 2, '00001': 129, '00000': 6, '00011': 2, '00110': 1}",False,,,,,
raw,q0-q1,29,"Z-,Z-->ZZ",-0.9140625,256.0,"{'01001': 9, '00001': 233, '00000': 6, '00011': 4, '00100': 1, '00101': 2, '00010': 1}","{'01001': 9, '00001': 233, '00000': 6, '00011': 4, '00100': 1, '00101': 2, '00010': 1}",False,,,,,
raw,q0-q1,30,"Z-,Z+->IZ",-0.9375,256.0,"{'00011': 242, '00001': 5, '01011': 5, '00000': 3, '00111': 1}","{'00011': 242, '00001': 5, '01011': 5, '00000': 3, '00111': 1}",False,,,,,
raw,q0-q1,31,"Z+,Z-->IZ",-0.9609375,256.0,"{'00010': 242, '00110': 3, '01010': 2, '00011': 4, '00000': 5}","{'00010': 242, '00110': 3, '01010': 2, '00011': 4, '00000': 5}",False,,,,,
raw,q0-q1,32,"Z+,Z-->ZZ",-0.921875,256.0,"{'10011': 1, '00010': 241, '10010': 1, '00011': 4, '00000': 5, '01010': 4}","{'10011': 1, '00010': 241, '10010': 1, '00011': 4, '00000': 5, '01010': 4}",False,,,,,
raw,q0-q1,33,"Z+,X+->IX",0.953125,256.0,"{'01000': 8, '00000': 238, '00010': 4, '00001': 4, '00011': 2}","{'01000': 8, '00000': 238, '00010': 4, '00001': 4, '00011': 2}",False,,,,,
raw,q0-q1,34,"Z+,X+->ZX",0.96875,256.0,"{'01000': 2, '00000': 250, '00010': 2, '00001': 2}","{'01000': 2, '00000': 250, '00010': 2, '00001': 2}",False,,,,,
raw,q0-q1,35,"X+,X+->IX",0.984375,256.0,"{'01001': 2, '00001': 123, '10001': 3, '01000': 3, '00000': 121, '00101': 1, '00010': 2, '01100': 1}","{'01001': 2, '00001': 123, '10001': 3, '01000': 3, '00000': 121, '00101': 1, '00010': 2, '01100': 1}",False,,,,,
raw,q0-q1,36,"Y+,X+->IX",0.9765625,256.0,"{'01000': 1, '00000': 131, '00001': 119, '00011': 2, '00101': 1, '00010': 1, '00100': 1}","{'01000': 1, '00000': 131, '00001': 119, '00011': 2, '00101': 1, '00010': 1, '00100': 1}",False,,,,,
raw,q0-q1,37,"Z-,X+->IX",0.953125,256.0,"{'01001': 6, '00001': 238, '00011': 4, '00101': 2, '00000': 4, '00010': 2}","{'01001': 6, '00001': 238, '00011': 4, '00101': 2, '00000': 4, '00010': 2}",False,,,,,
raw,q0-q1,38,"X+,Z-->ZZ",-0.953125,256.0,"{'00010': 116, '01010': 4, '01001': 3, '00001': 126, '00000': 4, '00011': 2, '00110': 1}","{'00010': 116, '01010': 4, '01001': 3, '00001': 126, '00000': 4, '00011': 2, '00110': 1}",False,,,,,
raw,q0-q1,39,"Y+,Z-->ZZ",-0.9375,256.0,"{'01011': 1, '00010': 119, '00011': 5, '01001': 1, '01010': 6, '00001': 121, '00000': 2, '10001': 1}","{'01011': 1, '00010': 119, '00011': 5, '01001': 1, '01010': 6, '00001': 121, '00000': 2, '10001': 1}",False,,,,,
raw,q0-q1,40,"X+,Z+->ZZ",0.9296875,256.0,"{'01000': 1, '00000': 133, '01011': 2, '00010': 6, '00011': 107, '10000': 2, '00001': 3, '00111': 2}","{'01000': 1, '00000': 133, '01011': 2, '00010': 6, '00011': 107, '10000': 2, '00001': 3, '00111': 2}",False,,,,,
raw,q0-q1,41,"Y+,Z+->ZZ",0.921875,256.0,"{'01000': 3, '00000': 112, '00011': 125, '00111': 1, '00010': 3, '01011': 3, '01001': 1, '00001': 6, '10011': 1, '00100': 1}","{'01000': 3, '00000': 112, '00011': 125, '00111': 1, '00010': 3, '01011': 3, '01001': 1, '00001': 6, '10011': 1, '00100': 1}",False,,,,,
raw,q0-q1,42,"Z-,Z-->IZ",0.9609375,256.0,"{'01001': 7, '00001': 242, '00010': 2, '00011': 3, '00000': 2}","{'01001': 7, '00001': 242, '00010': 2, '00011': 3, '00000': 2}",False,,,,,
raw,q0-q1,43,"Z+,Z+->IZ",0.9609375,256.0,"{'01000': 4, '00000': 238, '00001': 6, '10000': 3, '00010': 5}","{'01000': 4, '00000': 238, '00001': 6, '10000': 3, '00010': 5}",False,,,,,
raw,q0-q1,44,"Z+,Z+->ZZ",0.96875,256.0,"{'01000': 4, '00000': 245, '00011': 1, '00010': 2, '10000': 1, '00001': 2, '00100': 1}","{'01000': 4, '00000': 245, '00011': 1, '00010': 2, '10000': 1, '00001': 2, '00100': 1}",False,,,,,
raw,q0-q1,45,"Z-,Z-->ZI",-0.9765625,256.0,"{'01001': 7, '00001': 243, '00101': 2, '00011': 1, '00000': 3}","{'01001': 7, '00001': 243, '00101': 2, '00011': 1, '00000': 3}",False,,,,,
raw,q0-q1,46,"Z-,X+->ZI",-0.953125,256.0,"{'01001': 2, '00001': 129, '00011': 117, '00010': 2, '00000': 4, '10001': 2}","{'01001': 2, '00001': 129, '00011': 117, '00010': 2, '00000': 4, '10001': 2}",False,,,,,
raw,q0-q1,47,"Z-,Z+->ZI",-0.953125,256.0,"{'00011': 242, '01011': 5, '00010': 5, '00001': 3, '00000': 1}","{'00011': 242, '01011': 5, '00010': 5, '00001': 3, '00000': 1}",False,,,,,
raw,q0-q1,48,"Z+,Y+->ZZ",0.0234375,256.0,"{'01000': 2, '00000': 129, '00010': 121, '01010': 3, '00001': 1}","{'01000': 2, '00000': 129, '00010': 121, '01010': 3, '00001': 1}",False,,,,,
raw,q0-q1,49,"X+,Y+->IZ",0.0625,256.0,"{'00000': 70, '01011': 1, '00010': 62, '01001': 1, '10000': 1, '00001': 61, '00011': 57, '00100': 1, '01000': 2}","{'00000': 70, '01011': 1, '00010': 62, '01001': 1, '10000': 1, '00001': 61, '00011': 57, '00100': 1, '01000': 2}",False,,,,,
raw,q0-q1,50,"Y+,Y+->IZ",0.0078125,256.0,"{'01010': 1, '00001': 60, '01011': 1, '00010': 76, '01000': 2, '00000': 67, '00011': 48, '00110': 1}","{'01010': 1, '00001': 60, '01011': 1, '00010': 76, '01000': 2, '00000': 67, '00011': 48, '00110': 1}",False,,,,,
raw,q0-q1,51,"Y+,Z-->YY",-0.109375,256.0,"{'01001': 3, '01010': 2, '00001': 66, '00010': 71, '00011': 53, '01000': 1, '00000': 60}","{'01001': 3, '01010': 2, '00001': 66, '00010': 71, '00011': 53, '01000': 1, '00000': 60}",False,,,,,
raw,q0-q1,52,"X+,Z-->YX",-0.109375,256.0,"{'00011': 61, '00001': 81, '10001': 1, '01000': 3, '00000': 49, '00010': 60, '00100': 1}","{'00011': 61, '00001': 81, '10001': 1, '01000': 3, '00000': 49, '00010': 60, '00100': 1}",False,,,,,
raw,q0-q1,53,"Y+,Z-->XX",-0.1484375,256.0,"{'00010': 73, '01001': 1, '01010': 2, '00001': 70, '00011': 54, '01000': 1, '00000': 53, '00110': 1, '11000': 1}","{'00010': 73, '01001': 1, '01010': 2, '00001': 70, '00011': 54, '01000': 1, '00000': 53, '00110': 1, '11000': 1}",False,,,,,
raw,q0-q1,54,"X+,X+->YX",-0.0234375,256.0,"{'01000': 2, '00000': 119, '00001': 125, '00011': 4, '00010': 5, '00101': 1}","{'01000': 2, '00000': 119, '00001': 125, '00011': 4, '00010': 5, '00101': 1}",False,,,,,
raw,q0-q1,55,"Y+,X+->XX",-0.03125,256.0,"{'01000': 1, '00000': 122, '01001': 3, '00001': 128, '00010': 1, '00011': 1}","{'01000': 1, '00000': 122, '01001': 3, '00001': 128, '00010': 1, '00011': 1}",False,,,,,
raw,q0-q1,56,"Z-,Y+->IZ",-0.1171875,256.0,"{'00011': 138, '01001': 3, '00001': 108, '00111': 1, '01011': 1, '00010': 3, '00101': 1, '00000': 1}","{'00011': 138, '01001': 3, '00001': 108, '00111': 1, '01011': 1, '00010': 3, '00101': 1, '00000': 1}",False,,,,,
raw,q0-q1,57,"Y+,Z+->YY",-0.0078125,256.0,"{'00011': 69, '00010': 70, '01001': 1, '01010': 1, '00001': 57, '00000': 57, '00111': 1}","{'00011': 69, '00010': 70, '01001': 1, '01010': 1, '00001': 57, '00000': 57, '00111': 1}",False,,,,,
raw,q0-q1,58,"X+,X+->YI",0.0078125,256.0,"{'00011': 67, '00000': 58, '00010': 70, '01001': 2, '00001': 58, '00100': 1}","{'00011': 67, '00000': 58, '00010': 70, '01001': 2, '00001': 58, '00100': 1}",False,,,,,
raw,q0-q1,59,"Y+,X+->XI",-0.0546875,256.0,"{'01011': 2, '00010': 74, '01001': 1, '00001': 64, '00011': 67, '01000': 2, '00000': 44, '00101': 1, '00110': 1}","{'01011': 2, '00010': 74, '01001': 1, '00001': 64, '00011': 67, '01000': 2, '00000': 44, '00101': 1, '00110': 1}",False,,,,,
